"";"ID";"MES_MED";"OLA";"SEXO";"EDAD";"RANGOEDAD";"REGION";"ZONA";"DISTRITO_ELECTORAL";"GSE_COD2";"P1";"P1B";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10_1";"P10_2";"P10_3";"P13_1";"P14";"P15";"P20";"P29XPARTIDARIO";"P32XMARZO";"P41";"P69";"P71";"P162";"P264";"P265X2";"P286";"P287";"P288";"P289";"P290";"P291";"P292";"P293";"P257";"P258X1";"P258X2";"P258X3";"P258X4";"P258X5";"P258X6";"P258X7";"PONDERADOR2"
"1085";1431;"202111";"2";"Mujer";"50";"41 a 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"La dirección correcta";"Progresando";"Buena";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Salud";"P10-Delincuencia";"P10-Inmigración";"Centro izquierda";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Bajo riesgo";"Jubilado(a), ya no trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;0,777072047
"1086";1433;"202111";"2";"Mujer";"35";"31 a 40 años";"Libertador General Bernardo OHiggins";"CENTRO";"Distrito electoral 16";"GSE-C3";"La dirección incorrecta";"En retroceso";"Regular";"Peor que hace un año";"Peor que hoy";"Regular";"Peor que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Inmigración";"P10-Justicia/Sistema Judicial";"P10-Sueldos";"Centro izquierda";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Medianamente feliz";"No";"Opositor del gobierno";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-No sabe";"P287-Gabriel Boric";"P288-Estoy seguro de que NO iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Nada decidido";"7";NA;NA;NA;NA;NA;NA;"$850 mil a $1,4 millones";0,379757008
"1087";1434;"202111";"2";"Hombre";"28";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-C2";"La dirección correcta";"Estancado";"Regular";"Peor que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"Apruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Inmigración";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$1,2 millones a $2,0 millones";NA;NA;0,738613513
"1088";1435;"202111";"2";"Hombre";"38";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección correcta";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Inflación - alza de precios";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Medianamente feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Yasna Provoste";"P292-José Antonio Kast";"P293-Decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,220370836
"1089";1436;"202111";"2";"Hombre";"37";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-C2";"La dirección correcta";"Progresando";"Buena";"Mejor que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Seguridad Pública";"P10-Narcotráfico";"P10-Pobreza";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$1,8 millones a $3,0 millones";NA;NA;NA;0,220370836
"1090";1438;"202111";"2";"Hombre";"58";"Más de 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-C2";"La dirección incorrecta";"En retroceso";"Regular";"Peor que hace un año";"Peor que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Terrorismo";"P10-Inmigración";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,342329581
"1091";1439;"202111";"2";"Mujer";"27";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C1";"La dirección correcta";"Estancado";"Mala";"Igual que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"No sé";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Justicia/Sistema Judicial";"P10-Derechos Humanos";"Centro izquierda";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Vote nulo / blanco";"P292-No sabe";"P293-Poco decidido";"2";NA;"$1,9 millones a $3,2 millones";NA;NA;NA;NA;NA;0,632816964
"1092";1440;"202111";"2";"Mujer";"21";"18 a 30 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Mejor que hace un año";"Peor que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"Apruebo";"No sé";"P10-Desigualdad / Distribución ingreso";"P10-Inmigración";"P10-Inflación - alza de precios";"Centro Derecha";"Independiente";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Alto riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-Nulo/Blanco";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy poco interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Nada decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,596737919
"1093";1441;"202111";"2";"Hombre";"46";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Peor que hoy";"Mala";"Mucho mejor que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Economía";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-No sabe";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;1,909823289
"1094";1442;"202111";"2";"Mujer";"32";"31 a 40 años";"Atacama";"NORTE";"Distrito electoral 4";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Buena";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Economía";"P10-Derechos Humanos";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Franco Parisi";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,347825059
"1095";1443;"202111";"2";"Mujer";"30";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-E";"La dirección incorrecta";"En retroceso";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Desigualdad / Distribución ingreso";"P10-Sueldos";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Poco feliz";"No";"Ni partidario, ni opositor. Independiente";"Nada preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-No sabe";"P287-Nulo/Blanco";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-No sabe";"P293-Poco decidido";"2";NA;"$0 a $201 mil";NA;NA;NA;NA;NA;1,374740302
"1096";1444;"202111";"2";"Hombre";"70";"Más de 50 años";"Maule";"CENTRO";"Distrito electoral 18";"GSE-D";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Peor que hoy";"No sé";"No sé";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Jubilado(a), ya no trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que NO iré a votar";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Poco decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;3,450507386
"1097";1445;"202111";"2";"Mujer";"55";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"La dirección incorrecta";"En retroceso";"Regular";"Mucho peor que hace un año";"Mucho peor que hoy";"Mala";"Peor que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Economía";"P10-Delincuencia";"P10-Inmigración";"Sin Posición Política";"Ninguna";"Nada Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-No sabe";"P287-José Antonio Kast";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-No sabe";"P293-Poco decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;0,684771339
"1098";1446;"202111";"2";"Hombre";"38";"31 a 40 años";"Arica y Parinacota";"NORTE";"Distrito electoral 1";"GSE-C2";"La dirección correcta";"Estancado";"Regular";"Igual que hace un año";"Mucho mejor que hoy";"Buena";"Igual que hace un año";"Mucho mejor que hoy";"Apruebo";"Apruebo";"P10-Salud";"P10-Desempleo";"P10-Inflación - alza de precios";"Sin Posición Política";"Independiente";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,333480011
"1099";1447;"202111";"2";"Hombre";"51";"Más de 50 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Sueldos";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-Nulo/Blanco";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-No";NA;"P292-No sabe";"P293-Poco decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,670568987
"1100";1448;"202111";"2";"Mujer";"44";"41 a 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Economía";"P10-Delincuencia";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;0,777072047
"1101";1451;"202111";"2";"Hombre";"37";"31 a 40 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-C1";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Educación";"P10-Pobreza";"P10-Sueldos";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"1";"$1,2 millones a $2,0 millones";NA;NA;NA;NA;NA;NA;0,444640015
"1102";1452;"202111";"2";"Mujer";"22";"18 a 30 años";"Coquimbo";"NORTE";"Distrito electoral 5";"GSE-C3";"La dirección incorrecta";"En retroceso";"Regular";"Peor que hace un año";"No sé";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Desigualdad / Distribución ingreso";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Poco feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Sólo estudiando";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Nulo/Blanco";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy medianamente interesado";"P290-Si";"P291-Sebastián Sichel";"P292-No sabe";"P293-Muy decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,632521151
"1103";1453;"202111";"2";"Mujer";"33";"31 a 40 años";"Ñuble";"SUR";"Distrito electoral 19";"GSE-C1";"No estoy seguro/a";"Estancado";"Mala";"Peor que hace un año";"No sé";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"P10-Inflación - alza de precios";"Centro izquierda";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Medianamente feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,564339657
"1104";1454;"202111";"2";"Hombre";"42";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-D";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Peor que hoy";"Muy mala";"Mucho peor que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Inflación - alza de precios";"Centro izquierda";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Nulo/Blanco";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-No sabe";"P293-Muy decidido";"2";NA;"$202 mil a $353 mil";NA;NA;NA;NA;NA;1,909823289
"1105";1456;"202111";"2";"Mujer";"25";"18 a 30 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"La dirección correcta";"Estancado";"Regular";"Mejor que hace un año";"Mucho mejor que hoy";"Regular";"Mejor que hace un año";"Mucho mejor que hoy";"Apruebo";"Apruebo";"P10-Educación";"P10-Narcotráfico";"P10-Terrorismo";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Feliz";"Sí";"Partidario del gobierno";"Mediamente preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;1,063407772
"1106";1457;"202111";"2";"Mujer";"38";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-D";"La dirección incorrecta";"Estancado";"Buena";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Delincuencia";"P10-Inmigración";"Derecha";"Ninguna";"Medianamente feliz";"No";"Opositor del gobierno";"Preocupado";"Alto riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-No sabe";"P293-Poco decidido";"5";NA;NA;NA;NA;"$385 mil a $671 mil";NA;NA;0,768356902
"1107";1458;"202111";"2";"Hombre";"44";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Sueldos";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Partidario del gobierno";"Preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-Gabriel Boric";"P293-Decidido";"3";NA;NA;"$1,5 millones a $2,4 millones";NA;NA;NA;NA;0,269134989
"1108";1461;"202111";"2";"Hombre";"60";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C2";"La dirección correcta";"Progresando";"Mala";"Igual que hace un año";"Mejor que hoy";"Mala";"Igual que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Inflación - alza de precios";"Centro izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Alto riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Muy bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,30840573
"1109";1462;"202111";"2";"Hombre";"59";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"La dirección correcta";"Progresando";"Regular";"Igual que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Economía";"Centro";"DC (Democracia Cristiana)";"Feliz";"Sí";"Opositor del gobierno";"Nada preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Nulo/Blanco";NA;"P288-Estoy seguro de que NO iré a votar";"P289-Estoy nada interesado";"P290-Si";"P291-Yasna Provoste";"P292-No sabe";"P293-Nada decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;1,01463713
"1110";1463;"202111";"2";"Mujer";"39";"31 a 40 años";"Coquimbo";"NORTE";"Distrito electoral 5";"GSE-E";"La dirección incorrecta";"En retroceso";"Muy mala";"Mucho peor que hace un año";"Peor que hoy";"Muy mala";"Mucho peor que hace un año";"Peor que hoy";"Desapruebo";"Apruebo";"P10-Narcotráfico";"P10-Economía";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Independiente";"Nada Feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Nulo/Blanco";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-No sabe";"P293-Muy decidido";"5";NA;NA;NA;NA;"$0 a $384 mil";NA;NA;0,96126198
"1111";1464;"202111";"2";"Mujer";"57";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-D";"No estoy seguro/a";"Estancado";"Mala";"Igual que hace un año";"Peor que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;1,564754413
"1112";1467;"202111";"2";"Mujer";"41";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-D";"La dirección correcta";"Estancado";"Regular";"Igual que hace un año";"Peor que hoy";"Mala";"Peor que hace un año";"Peor que hoy";"Apruebo";"Desapruebo";"P10-Corrupción";"P10-Delincuencia";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy medianamente interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Medianamente decidido";"4";NA;NA;NA;"$329 mil a $574 mil";NA;NA;NA;0,681465698
"1113";1468;"202111";"2";"Mujer";"41";"41 a 50 años";"La Araucanía";"SUR";"Distrito electoral 23";"GSE-D";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Desempleo";"P10-Terrorismo";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Malo";"P286-José Antonio Kast";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Decidido";"2";NA;"$202 mil a $353 mil";NA;NA;NA;NA;NA;1,408871557
