"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"12/11/2019 23:42:17";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"6";"4";"4";"3";"6";"3";"3";"3";"3";"4";"3";"5";"4";"4";"5";"7. Mucha confianza";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"5";"5";"5";"4";"4";"4";"4";"4";"4";45;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"12/11/2019 23:42:20";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"Nunca";"Nunca";"7. Alta prioridad";"4";"4";"4";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Sistema mixto";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"6";"6";"6";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"2";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";18;"Hombre";"Enseñanza media completa";"Iquique";"Estudiante";"Entre $500.000 y $749.999"
"12/11/2019 23:42:34";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"3";"1. Nada de confianza";"2";"3";"3";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"1. Nada de confianza";"4";"2";"4";"4";40;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.250.000 y $1.499.999"
"12/11/2019 23:43:48";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"2";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"3";"3";"3";"2";"6";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"4";"6";"5";"5";"7. Mucha confianza";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"A veces";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Siempre";"Siempre";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"3";"3";"5";"3";"3";"5";"4";"4";"5";30;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"12/11/2019 23:46:27";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"4";"7. Alta prioridad";"4";"7. Alta prioridad";"4";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"3";"1. Nada de confianza";"4";"4";"4";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"Nunca";"1. Nada de confianza";"2";"2";"2";"1. Nada de confianza";"6";"6";"6";"6";20;"Mujer";"Universitaria incompleta";"Alto Hospicio";"Estudiante";"Entre $250.000 y $499.999"
"12/11/2019 23:47:18";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Frecuentemente";"A veces";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"En desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"3";"4";"4";"4";"3";"3";"4";"4";"5";"6";"4";"5";"4";"5";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"A veces";"Siempre";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"A veces";"A veces";"Frecuentemente";"Siempre";"A veces";"Frecuentemente";"Nunca";"Nunca";"4";"4";"6";"6";"4";"4";"3";"3";"4";60;"Hombre";"Postgrado";"Iquique";"Trabajador/a independiente";"Entre $1.000.000 y $1.249.999"
"12/11/2019 23:48:27";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"5";"7. Alta prioridad";"5";"5";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"1. Nada de confianza";"6";"7. Mucha confianza";"7. Mucha confianza";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"5";"5";"5";"5";"5";"6";"6";29;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"12/11/2019 23:50:51";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"5";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"4";"2";"2";"1. Nada de confianza";"2";"3";"3";"3";"4";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"5";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"2";"6";"5";"5";"5";"5";"5";"6";30;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.250.000 y $1.499.999"
"12/11/2019 23:53:42";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Nunca";"Nunca";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"5";"5";"4";"4";"6";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Panel de expertos/as";"Sistema mixto";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"4";"6";"4";"6";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"5";"5";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"2";"2";32;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"12/11/2019 23:54:32";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"Siempre";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"5";"4";"5";"5";"5";"7. Mucha confianza";"7. Mucha confianza";34;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"12/11/2019 23:54:50";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"4";"3";"4";"Nunca";"Nunca";"A veces";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Siempre";"Siempre";"Nunca";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"2";"3";"2";"2";"5";"4";"2";"3";30;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"12/11/2019 23:55:34";"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"A veces";"Nunca";"Siempre";"A veces";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"UNA MEZCLA, ASAMBLEA  CONSTITUYENTE Y EXPERTOS";"Sistema mixto";"4";"4";"4";"4";"5";"1. Nada de confianza";"5";"6";"6";"5";"3";"6";"4";"5";"5";"7. Mucha confianza";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"Frecuentemente";"Siempre";"Nunca";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Siempre";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"5";"5";"5";"5";"5";"2";"2";"5";"6";62;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"12/11/2019 23:56:11";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"A veces";"Nunca";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"2";"2";"2";"3";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"3";"6";"5";"5";"5";"4";"A veces";"Nunca";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"3";"3";"5";"7. Mucha confianza";"6";"4";"6";31;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"12/11/2019 23:56:50";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"4";"1. Nada de confianza";"5";"5";"5";"A veces";"Nunca";"Nunca";"Frecuentemente";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"4";"1. Nada de confianza";"4";"4";"6";41;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 0:00:14";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"A veces";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"1. Nada de confianza";"2";"3";"3";"3";"3";"3";"7. Mucha confianza";"7. Mucha confianza";27;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"13/11/2019 0:02:04";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"5";"5";"6";"5";"4";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"6";"6";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"6";"A veces";"A veces";"Nunca";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Siempre";"Siempre";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"4";"4";"5";"5";"5";"5";"4";"4";19;"Mujer";"Universitaria incompleta";"Alto Hospicio";"Estudiante";"menos de $249.999"
"13/11/2019 0:02:14";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"5";"1. Nada de confianza";"1. Nada de confianza";"2";"5";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"3";"5";"5";"2";"2";19;"Mujer";"Universitaria incompleta";"Iquique";"Estudiante";"Entre $250.000 y $499.999"
"13/11/2019 0:03:11";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Nunca";"A veces";"A veces";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"6";"5";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"4";"5";"6";"Siempre";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Siempre";"Siempre";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"6";"6";"7. Mucha confianza";"3";"3";"3";"3";"3";"3";41;"Hombre";"Postgrado";"Alto Hospicio";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
